Id,true_answer,pred_answer,true_perm_idx,pred_perm_idx,gt_rank,top1_margin,correct
haDioi,"[4, 1, 2, 3]","[3, 1, 2, 4]",9,8,3,0.04288923740386963,0
7yXxPR,"[2, 3, 4, 1]","[1, 4, 3, 2]",18,5,4,0.16159439086914062,0
NAUJRV,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,5,0.46755295991897583,0
rlYgnC,"[1, 3, 4, 2]","[1, 2, 4, 3]",4,1,3,0.32800453901290894,0
NSUQaW,"[4, 2, 1, 3]","[3, 1, 2, 4]",15,8,5,0.24592632055282593,0
WxQqBQ,"[2, 1, 3, 4]","[1, 4, 3, 2]",6,5,21,0.35198676586151123,0
j0PHLu,"[1, 2, 3, 4]","[3, 2, 1, 4]",0,14,8,0.17924106121063232,0
yOKW0B,"[2, 4, 1, 3]","[3, 4, 1, 2]",13,16,3,0.06938529014587402,0
wxcZsB,"[4, 3, 2, 1]","[2, 4, 3, 1]",23,19,7,0.1873466968536377,0
tbDbZ0,"[3, 4, 1, 2]","[1, 2, 4, 3]",16,1,20,0.015704631805419922,0
OHbgOF,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,2,0.03026127815246582,0
huyHmW,"[3, 1, 4, 2]","[3, 2, 4, 1]",10,20,7,0.5020449757575989,0
ZD2KPz,"[3, 2, 4, 1]","[3, 4, 2, 1]",20,22,11,0.14264631271362305,0
ksn3Ku,"[4, 2, 3, 1]","[3, 1, 4, 2]",21,10,4,0.35624444484710693,0
70LkHQ,"[3, 2, 4, 1]","[4, 1, 3, 2]",20,11,8,0.4362642467021942,0
7epLYQ,"[2, 1, 4, 3]","[2, 4, 1, 3]",7,13,18,0.07442307472229004,0
t9Cobs,"[1, 2, 3, 4]","[1, 3, 4, 2]",0,4,5,0.13134783506393433,0
cooPZd,"[4, 1, 2, 3]","[2, 1, 3, 4]",9,6,3,0.4636615514755249,0
8ugvaE,"[3, 4, 1, 2]","[3, 4, 2, 1]",16,22,2,1.5766220092773438,0
6SKVny,"[1, 2, 3, 4]","[4, 2, 1, 3]",0,15,12,0.6294607520103455,0
1Vf7fV,"[4, 1, 3, 2]","[4, 1, 2, 3]",11,9,2,0.08358108997344971,0
1ORs7E,"[2, 1, 3, 4]","[4, 1, 2, 3]",6,9,6,0.005202651023864746,0
8IRvan,"[3, 4, 1, 2]","[1, 4, 2, 3]",16,3,7,0.34461337327957153,0
4bECig,"[1, 4, 3, 2]","[2, 1, 3, 4]",5,6,20,0.2713422179222107,0
XP46mS,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,3,2.2629525661468506,0
tNBZmC,"[3, 4, 2, 1]","[2, 3, 1, 4]",22,12,8,0.3255101442337036,0
Vmgm1t,"[3, 1, 4, 2]","[1, 2, 4, 3]",10,1,6,0.018460631370544434,0
KmWqF9,"[3, 2, 4, 1]","[4, 2, 3, 1]",20,21,3,0.47516101598739624,0
xJGKJG,"[2, 4, 3, 1]","[3, 4, 2, 1]",19,22,3,0.5914545655250549,0
XDQsZg,"[4, 3, 1, 2]","[4, 3, 2, 1]",17,23,3,0.4370766282081604,0
WdbbK6,"[4, 2, 3, 1]","[1, 2, 4, 3]",21,1,12,0.34824681282043457,0
EZtlW7,"[1, 2, 3, 4]","[4, 1, 2, 3]",0,9,10,0.141975998878479,0
2RlbGF,"[2, 1, 4, 3]","[2, 1, 3, 4]",7,6,3,0.6458573341369629,0
GVjGuN,"[3, 1, 2, 4]","[4, 3, 1, 2]",8,17,12,0.5049343705177307,0
ORsCnP,"[2, 1, 3, 4]","[1, 2, 3, 4]",6,0,2,0.5243707895278931,0
R4BFN6,"[1, 4, 3, 2]","[1, 2, 3, 4]",5,0,6,0.33799004554748535,0
cwS5Sw,"[4, 2, 3, 1]","[3, 4, 2, 1]",21,22,4,0.030226945877075195,0
0cjzNP,"[3, 1, 4, 2]","[2, 1, 3, 4]",10,6,15,0.09565305709838867,0
A2fPL4,"[1, 4, 3, 2]","[2, 4, 3, 1]",5,19,2,0.3457719683647156,0
KYfazD,"[1, 2, 3, 4]","[3, 4, 1, 2]",0,16,22,0.3387014865875244,0
VyjH6F,"[2, 4, 3, 1]","[1, 4, 3, 2]",19,5,3,0.157312273979187,0
uk8wlD,"[1, 3, 2, 4]","[1, 4, 2, 3]",2,3,5,0.32706356048583984,0
MGTsjP,"[4, 2, 1, 3]","[1, 2, 3, 4]",15,0,10,0.4172396659851074,0
WSD3bY,"[1, 4, 2, 3]","[1, 3, 4, 2]",3,4,10,0.6758936643600464,0
fZGxsq,"[4, 1, 2, 3]","[1, 4, 2, 3]",9,3,19,0.01986384391784668,0
msQGIk,"[3, 1, 2, 4]","[2, 1, 3, 4]",8,6,2,0.15425258874893188,0
W0ZhB7,"[4, 2, 3, 1]","[4, 1, 2, 3]",21,9,6,0.011139988899230957,0
UaorwO,"[1, 4, 3, 2]","[3, 4, 2, 1]",5,22,4,0.0036922693252563477,0
z4Birz,"[2, 3, 4, 1]","[3, 2, 4, 1]",18,20,2,0.0590815544128418,0
YN8yZG,"[4, 2, 1, 3]","[1, 4, 2, 3]",15,3,16,0.6013554334640503,0
ZaK9zt,"[1, 2, 3, 4]","[2, 3, 1, 4]",0,12,4,0.7510033249855042,0
06OVTe,"[3, 2, 4, 1]","[3, 4, 1, 2]",20,16,14,0.10800576210021973,0
DrOCVt,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,3,0.9993667006492615,0
I496gM,"[1, 4, 2, 3]","[2, 4, 1, 3]",3,13,2,1.9311116933822632,0
HZct5H,"[4, 3, 1, 2]","[3, 2, 1, 4]",17,14,2,0.14596104621887207,0
VqWWfk,"[4, 2, 1, 3]","[1, 3, 2, 4]",15,2,12,0.3598112463951111,0
fjITzw,"[4, 3, 1, 2]","[4, 3, 2, 1]",17,23,4,0.1988818645477295,0
Fxheme,"[2, 4, 1, 3]","[4, 2, 1, 3]",13,15,7,0.0050217509269714355,0
Be6Hn5,"[4, 2, 3, 1]","[4, 3, 1, 2]",21,17,4,1.2501254081726074,0
eUyvlO,"[4, 2, 3, 1]","[4, 3, 2, 1]",21,23,2,0.8638525009155273,0
AZybbY,"[3, 1, 4, 2]","[3, 2, 4, 1]",10,20,6,0.39869964122772217,0
Pdw0tM,"[2, 4, 1, 3]","[4, 2, 1, 3]",13,15,6,3.3845436573028564,0
jOilDx,"[1, 3, 2, 4]","[4, 3, 2, 1]",2,23,14,0.13916194438934326,0
mLBOsm,"[2, 1, 3, 4]","[3, 2, 1, 4]",6,14,6,0.28175872564315796,0
oMINQU,"[1, 2, 3, 4]","[3, 2, 1, 4]",0,14,2,1.6573833227157593,0
JyvkTj,"[1, 2, 3, 4]","[4, 1, 2, 3]",0,9,21,0.7025643587112427,0
3AdZl0,"[1, 2, 4, 3]","[3, 2, 4, 1]",1,20,4,1.0992974042892456,0
qF0f9h,"[4, 1, 3, 2]","[4, 3, 1, 2]",11,17,7,0.0031398534774780273,0
sESneQ,"[4, 2, 1, 3]","[4, 3, 2, 1]",15,23,4,0.055138587951660156,0
Igg28q,"[3, 1, 2, 4]","[1, 4, 3, 2]",8,5,21,0.17942345142364502,0
td3GiG,"[3, 4, 1, 2]","[4, 3, 1, 2]",16,17,2,0.364446759223938,0
hLtGMV,"[1, 2, 3, 4]","[1, 3, 2, 4]",0,2,2,0.38708066940307617,0
CkIPwh,"[1, 2, 3, 4]","[2, 4, 3, 1]",0,19,13,0.21705663204193115,0
y7xta4,"[2, 3, 4, 1]","[3, 4, 2, 1]",18,22,13,0.05599963665008545,0
FhQJ7X,"[4, 3, 2, 1]","[4, 2, 1, 3]",23,15,10,0.17543888092041016,0
pMxntR,"[1, 3, 4, 2]","[1, 2, 4, 3]",4,1,2,1.5009405612945557,0
oxEMnj,"[3, 4, 1, 2]","[1, 3, 4, 2]",16,4,15,0.0414501428604126,0
6PDdPL,"[2, 1, 4, 3]","[3, 1, 2, 4]",7,8,6,0.09174919128417969,0
ojQTn2,"[1, 2, 4, 3]","[1, 3, 4, 2]",1,4,2,0.4000999331474304,0
n3jB2L,"[4, 3, 2, 1]","[3, 4, 2, 1]",23,22,3,3.391111373901367,0
UprzoV,"[2, 1, 4, 3]","[1, 4, 2, 3]",7,3,3,0.06678998470306396,0
qf6G8s,"[3, 4, 1, 2]","[4, 1, 2, 3]",16,9,11,0.489645779132843,0
6EAd7C,"[1, 4, 2, 3]","[1, 4, 3, 2]",3,5,4,0.06850540637969971,0
sYXT7H,"[4, 3, 1, 2]","[4, 1, 2, 3]",17,9,4,0.12451171875,0
9p94aN,"[1, 2, 3, 4]","[1, 2, 4, 3]",0,1,2,0.2149217128753662,0
4tiizU,"[2, 1, 3, 4]","[4, 1, 2, 3]",6,9,6,0.4685978889465332,0
7nvDz5,"[1, 2, 4, 3]","[4, 3, 1, 2]",1,17,23,0.08718782663345337,0
0gPYJn,"[2, 4, 1, 3]","[3, 1, 4, 2]",13,10,9,0.06715512275695801,0
UmAUMF,"[3, 1, 2, 4]","[3, 1, 4, 2]",8,10,18,0.10025012493133545,0
tcEP33,"[1, 4, 3, 2]","[2, 4, 1, 3]",5,13,5,0.982978105545044,0
BWVyfP,"[4, 1, 2, 3]","[2, 3, 1, 4]",9,12,16,0.43022453784942627,0
0hjs8V,"[4, 1, 2, 3]","[1, 4, 2, 3]",9,3,23,0.10299944877624512,0
hlA7lD,"[4, 2, 1, 3]","[4, 1, 2, 3]",15,9,2,0.08015328645706177,0
9SGaFK,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,3,0.12926793098449707,0
oZtPMs,"[1, 2, 4, 3]","[1, 2, 3, 4]",1,0,2,0.2619546055793762,0
ViZ3p0,"[1, 3, 4, 2]","[2, 3, 4, 1]",4,18,3,0.0971868634223938,0
CkaKIv,"[4, 2, 3, 1]","[3, 2, 4, 1]",21,20,3,1.0028022527694702,0
JCHger,"[2, 1, 3, 4]","[2, 4, 1, 3]",6,13,9,0.31845200061798096,0
A2VwU4,"[4, 2, 1, 3]","[1, 2, 4, 3]",15,1,19,0.06156015396118164,0
M2srvs,"[2, 1, 4, 3]","[2, 4, 3, 1]",7,19,6,0.053598642349243164,0
nStmb7,"[1, 2, 3, 4]","[2, 1, 3, 4]",0,6,2,3.1447763442993164,0
NE1LTt,"[4, 3, 2, 1]","[2, 4, 1, 3]",23,13,10,0.22821974754333496,0
PSMCNc,"[3, 4, 1, 2]","[2, 3, 1, 4]",16,12,9,0.10401308536529541,0
t0cBM9,"[4, 1, 2, 3]","[3, 1, 4, 2]",9,10,4,0.058022499084472656,0
n0RFjf,"[4, 2, 1, 3]","[2, 4, 3, 1]",15,19,17,0.4419659376144409,0
1xEy0n,"[1, 4, 2, 3]","[2, 3, 1, 4]",3,12,10,0.07006490230560303,0
SV3mms,"[3, 4, 2, 1]","[4, 1, 2, 3]",22,9,23,0.02775019407272339,0
64TdFu,"[3, 2, 1, 4]","[3, 1, 4, 2]",14,10,15,0.08144140243530273,0
2ZgRju,"[2, 3, 1, 4]","[1, 2, 3, 4]",12,0,4,0.06496238708496094,0
vOcyx8,"[2, 1, 3, 4]","[1, 2, 3, 4]",6,0,2,6.89157247543335,0
NVxpmS,"[4, 1, 2, 3]","[4, 2, 1, 3]",9,15,2,0.9258416891098022,0
DY9yJz,"[1, 2, 3, 4]","[3, 1, 2, 4]",0,8,5,0.9926550388336182,0
xjaGSm,"[2, 4, 3, 1]","[3, 4, 2, 1]",19,22,2,0.10105282068252563,0
JB33Fu,"[3, 1, 2, 4]","[4, 1, 2, 3]",8,9,3,1.7599587440490723,0
Chyuzy,"[2, 3, 1, 4]","[2, 1, 3, 4]",12,6,8,0.1472378373146057,0
3mrISn,"[2, 4, 3, 1]","[3, 4, 2, 1]",19,22,2,1.8344182968139648,0
jgDoHV,"[2, 3, 1, 4]","[1, 2, 3, 4]",12,0,5,0.0030815601348876953,0
PKpjwj,"[3, 1, 4, 2]","[1, 2, 4, 3]",10,1,5,0.14235186576843262,0
YtLfWG,"[4, 3, 2, 1]","[3, 1, 2, 4]",23,8,17,0.23544776439666748,0
W9Zqnf,"[3, 1, 4, 2]","[4, 2, 1, 3]",10,15,13,0.17911309003829956,0
9L6qGd,"[1, 4, 3, 2]","[1, 3, 4, 2]",5,4,5,0.14532387256622314,0
RZ2wEg,"[1, 2, 3, 4]","[1, 4, 2, 3]",0,3,11,0.22514742612838745,0
TUc60B,"[4, 1, 3, 2]","[3, 4, 1, 2]",11,16,13,0.14667290449142456,0
FnHp92,"[3, 2, 1, 4]","[4, 2, 1, 3]",14,15,8,0.0023926496505737305,0
JDrc7D,"[1, 2, 4, 3]","[1, 2, 3, 4]",1,0,4,1.3721637725830078,0
KKHmYi,"[1, 4, 2, 3]","[1, 4, 3, 2]",3,5,3,0.19982194900512695,0
nmvfLa,"[3, 1, 4, 2]","[1, 2, 4, 3]",10,1,9,0.38625872135162354,0
LakzaQ,"[1, 2, 4, 3]","[2, 1, 3, 4]",1,6,9,0.12782251834869385,0
H3QnhY,"[4, 3, 2, 1]","[4, 3, 1, 2]",23,17,2,0.1749628782272339,0
6oL9xY,"[4, 1, 3, 2]","[3, 1, 4, 2]",11,10,2,0.33664119243621826,0
QVVa92,"[2, 3, 4, 1]","[1, 2, 4, 3]",18,1,5,0.607157826423645,0
NhAYgr,"[2, 3, 1, 4]","[4, 1, 3, 2]",12,11,24,0.07058131694793701,0
QL9B88,"[4, 2, 1, 3]","[1, 4, 3, 2]",15,5,12,0.08957815170288086,0
AtoDOL,"[1, 2, 4, 3]","[1, 4, 3, 2]",1,5,7,0.018546342849731445,0
vJSxlf,"[4, 3, 1, 2]","[1, 4, 3, 2]",17,5,15,0.26292967796325684,0
iOSeEu,"[2, 4, 3, 1]","[1, 4, 3, 2]",19,5,2,0.24594080448150635,0
8xAdjC,"[3, 4, 2, 1]","[1, 2, 4, 3]",22,1,20,0.6837544441223145,0
4EjpZZ,"[2, 4, 1, 3]","[2, 4, 3, 1]",13,19,6,0.012656986713409424,0
sUKAUv,"[3, 2, 1, 4]","[2, 3, 1, 4]",14,12,2,0.500019371509552,0
pZcQcf,"[2, 1, 4, 3]","[1, 3, 4, 2]",7,4,9,0.001892685890197754,0
LBD1U6,"[2, 3, 1, 4]","[1, 3, 2, 4]",12,2,2,0.6045262813568115,0
c81dyw,"[3, 2, 1, 4]","[3, 2, 4, 1]",14,20,13,0.00853121280670166,0
yv1DRG,"[2, 3, 1, 4]","[3, 4, 1, 2]",12,16,22,0.1322251558303833,0
yGAcJQ,"[1, 2, 3, 4]","[4, 2, 3, 1]",0,21,18,0.14350777864456177,0
VnjNo3,"[2, 1, 4, 3]","[2, 1, 3, 4]",7,6,2,0.4564889669418335,0
Ul1oLF,"[4, 1, 3, 2]","[4, 3, 1, 2]",11,17,7,0.17757892608642578,0
qlprU2,"[1, 2, 3, 4]","[2, 1, 4, 3]",0,7,6,0.7745605707168579,0
jHiBK9,"[4, 1, 3, 2]","[3, 4, 2, 1]",11,22,21,0.17657768726348877,0
XJuZ7E,"[3, 1, 4, 2]","[4, 1, 3, 2]",10,11,2,0.24509578943252563,0
Q6uSl4,"[4, 2, 3, 1]","[4, 3, 2, 1]",21,23,2,0.2016003131866455,0
XIxDtu,"[3, 1, 4, 2]","[3, 4, 2, 1]",10,22,7,0.03280174732208252,0
kr0LdM,"[2, 4, 3, 1]","[3, 2, 4, 1]",19,20,8,0.2980920076370239,0
